QueryID,DocID,Precision,Recall,System_Name
10,2266,0.0,0.0,BM25
10,2785,0.5,0.02857142857142857,BM25
10,2714,0.6666666666666666,0.05714285714285714,BM25
10,3059,0.5,0.05714285714285714,BM25
10,2700,0.6,0.08571428571428572,BM25
10,1795,0.6666666666666666,0.11428571428571428,BM25
10,2685,0.7142857142857143,0.14285714285714285,BM25
10,1262,0.75,0.17142857142857143,BM25
10,2973,0.6666666666666666,0.17142857142857143,BM25
10,1158,0.7,0.2,BM25
10,3075,0.7272727272727273,0.22857142857142856,BM25
10,2895,0.75,0.2571428571428571,BM25
10,950,0.7692307692307693,0.2857142857142857,BM25
10,3156,0.7857142857142857,0.3142857142857143,BM25
10,2401,0.7333333333333333,0.3142857142857143,BM25
10,1302,0.6875,0.3142857142857143,BM25
10,2851,0.7058823529411765,0.34285714285714286,BM25
10,1828,0.6666666666666666,0.34285714285714286,BM25
10,2896,0.6842105263157895,0.37142857142857144,BM25
10,2195,0.65,0.37142857142857144,BM25
10,2570,0.6190476190476191,0.37142857142857144,BM25
10,2342,0.6363636363636364,0.4,BM25
10,2557,0.6086956521739131,0.4,BM25
10,141,0.625,0.42857142857142855,BM25
10,1569,0.6,0.42857142857142855,BM25
10,1601,0.6153846153846154,0.45714285714285713,BM25
10,1536,0.5925925925925926,0.45714285714285713,BM25
10,392,0.6071428571428571,0.4857142857142857,BM25
10,2865,0.5862068965517241,0.4857142857142857,BM25
10,2175,0.5666666666666667,0.4857142857142857,BM25
10,2433,0.5806451612903226,0.5142857142857142,BM25
10,1747,0.59375,0.5428571428571428,BM25
10,1008,0.5757575757575758,0.5428571428571428,BM25
10,1846,0.5588235294117647,0.5428571428571428,BM25
10,2289,0.5714285714285714,0.5714285714285714,BM25
10,1468,0.5555555555555556,0.5714285714285714,BM25
10,2727,0.5405405405405406,0.5714285714285714,BM25
10,1554,0.5263157894736842,0.5714285714285714,BM25
10,2182,0.5128205128205128,0.5714285714285714,BM25
10,2838,0.5,0.5714285714285714,BM25
10,3175,0.4878048780487805,0.5714285714285714,BM25
10,2514,0.47619047619047616,0.5714285714285714,BM25
10,320,0.46511627906976744,0.5714285714285714,BM25
10,2114,0.45454545454545453,0.5714285714285714,BM25
10,3044,0.4444444444444444,0.5714285714285714,BM25
10,1959,0.43478260869565216,0.5714285714285714,BM25
10,2898,0.425531914893617,0.5714285714285714,BM25
10,1603,0.4166666666666667,0.5714285714285714,BM25
10,1341,0.40816326530612246,0.5714285714285714,BM25
10,2080,0.4,0.5714285714285714,BM25
10,1325,0.39215686274509803,0.5714285714285714,BM25
10,2515,0.38461538461538464,0.5714285714285714,BM25
10,1409,0.37735849056603776,0.5714285714285714,BM25
10,2740,0.37037037037037035,0.5714285714285714,BM25
10,1928,0.36363636363636365,0.5714285714285714,BM25
10,1200,0.35714285714285715,0.5714285714285714,BM25
10,1811,0.3684210526315789,0.6,BM25
10,1957,0.3620689655172414,0.6,BM25
10,3073,0.3559322033898305,0.6,BM25
10,2967,0.35,0.6,BM25
10,2497,0.3442622950819672,0.6,BM25
10,2692,0.3387096774193548,0.6,BM25
10,2376,0.3492063492063492,0.6285714285714286,BM25
10,1471,0.359375,0.6571428571428571,BM25
10,1960,0.35384615384615387,0.6571428571428571,BM25
10,1854,0.3484848484848485,0.6571428571428571,BM25
10,1613,0.3582089552238806,0.6857142857142857,BM25
10,1411,0.35294117647058826,0.6857142857142857,BM25
10,34,0.34782608695652173,0.6857142857142857,BM25
10,2723,0.34285714285714286,0.6857142857142857,BM25
10,35,0.3380281690140845,0.6857142857142857,BM25
10,1644,0.3333333333333333,0.6857142857142857,BM25
10,2135,0.3287671232876712,0.6857142857142857,BM25
10,1819,0.32432432432432434,0.6857142857142857,BM25
10,1708,0.32,0.6857142857142857,BM25
10,2918,0.3157894736842105,0.6857142857142857,BM25
10,3166,0.3116883116883117,0.6857142857142857,BM25
10,2081,0.3076923076923077,0.6857142857142857,BM25
10,1363,0.3037974683544304,0.6857142857142857,BM25
10,1696,0.3,0.6857142857142857,BM25
10,1010,0.2962962962962963,0.6857142857142857,BM25
10,2634,0.2926829268292683,0.6857142857142857,BM25
10,1933,0.2891566265060241,0.6857142857142857,BM25
10,1309,0.2857142857142857,0.6857142857142857,BM25
10,3085,0.2823529411764706,0.6857142857142857,BM25
10,1199,0.27906976744186046,0.6857142857142857,BM25
10,2265,0.27586206896551724,0.6857142857142857,BM25
10,2914,0.2727272727272727,0.6857142857142857,BM25
10,1934,0.2696629213483146,0.6857142857142857,BM25
10,1474,0.26666666666666666,0.6857142857142857,BM25
10,3147,0.26373626373626374,0.6857142857142857,BM25
10,1727,0.2608695652173913,0.6857142857142857,BM25
10,2707,0.25806451612903225,0.6857142857142857,BM25
10,2567,0.2553191489361702,0.6857142857142857,BM25
10,1145,0.25263157894736843,0.6857142857142857,BM25
10,2263,0.25,0.6857142857142857,BM25
10,2400,0.24742268041237114,0.6857142857142857,BM25
10,2076,0.24489795918367346,0.6857142857142857,BM25
10,2847,0.24242424242424243,0.6857142857142857,BM25
10,1381,0.24,0.6857142857142857,BM25
