QueryID,DocID,Precision,Recall,System_Name
13,2897,1.0,0.09090909090909091,BM25_Expanding
13,1795,1.0,0.18181818181818182,BM25_Expanding
13,3080,0.6666666666666666,0.18181818181818182,BM25_Expanding
13,2835,0.5,0.18181818181818182,BM25_Expanding
13,2495,0.6,0.2727272727272727,BM25_Expanding
13,2423,0.5,0.2727272727272727,BM25_Expanding
13,2904,0.42857142857142855,0.2727272727272727,BM25_Expanding
13,1947,0.5,0.36363636363636365,BM25_Expanding
13,2433,0.4444444444444444,0.36363636363636365,BM25_Expanding
13,1676,0.4,0.36363636363636365,BM25_Expanding
13,2253,0.36363636363636365,0.36363636363636365,BM25_Expanding
13,1886,0.3333333333333333,0.36363636363636365,BM25_Expanding
13,1807,0.38461538461538464,0.45454545454545453,BM25_Expanding
13,2290,0.35714285714285715,0.45454545454545453,BM25_Expanding
13,1564,0.3333333333333333,0.45454545454545453,BM25_Expanding
13,2944,0.3125,0.45454545454545453,BM25_Expanding
13,2464,0.29411764705882354,0.45454545454545453,BM25_Expanding
13,2701,0.2777777777777778,0.45454545454545453,BM25_Expanding
13,3054,0.2631578947368421,0.45454545454545453,BM25_Expanding
13,3125,0.25,0.45454545454545453,BM25_Expanding
13,2929,0.23809523809523808,0.45454545454545453,BM25_Expanding
13,2537,0.22727272727272727,0.45454545454545453,BM25_Expanding
13,2491,0.21739130434782608,0.45454545454545453,BM25_Expanding
13,2748,0.20833333333333334,0.45454545454545453,BM25_Expanding
13,2858,0.2,0.45454545454545453,BM25_Expanding
13,1362,0.19230769230769232,0.45454545454545453,BM25_Expanding
13,48,0.18518518518518517,0.45454545454545453,BM25_Expanding
13,1465,0.17857142857142858,0.45454545454545453,BM25_Expanding
13,1655,0.1724137931034483,0.45454545454545453,BM25_Expanding
13,1231,0.2,0.5454545454545454,BM25_Expanding
13,2344,0.1935483870967742,0.5454545454545454,BM25_Expanding
13,1756,0.1875,0.5454545454545454,BM25_Expanding
13,1652,0.18181818181818182,0.5454545454545454,BM25_Expanding
13,1223,0.20588235294117646,0.6363636363636364,BM25_Expanding
13,2836,0.2,0.6363636363636364,BM25_Expanding
13,1551,0.2222222222222222,0.7272727272727273,BM25_Expanding
13,2611,0.21621621621621623,0.7272727272727273,BM25_Expanding
13,1651,0.21052631578947367,0.7272727272727273,BM25_Expanding
13,2680,0.20512820512820512,0.7272727272727273,BM25_Expanding
13,2964,0.2,0.7272727272727273,BM25_Expanding
13,3066,0.1951219512195122,0.7272727272727273,BM25_Expanding
13,2533,0.19047619047619047,0.7272727272727273,BM25_Expanding
13,2834,0.18604651162790697,0.7272727272727273,BM25_Expanding
13,2616,0.18181818181818182,0.7272727272727273,BM25_Expanding
13,1542,0.17777777777777778,0.7272727272727273,BM25_Expanding
13,2064,0.17391304347826086,0.7272727272727273,BM25_Expanding
13,1757,0.1702127659574468,0.7272727272727273,BM25_Expanding
13,1670,0.16666666666666666,0.7272727272727273,BM25_Expanding
13,2133,0.16326530612244897,0.7272727272727273,BM25_Expanding
13,1066,0.16,0.7272727272727273,BM25_Expanding
13,195,0.1568627450980392,0.7272727272727273,BM25_Expanding
13,1187,0.15384615384615385,0.7272727272727273,BM25_Expanding
13,598,0.1509433962264151,0.7272727272727273,BM25_Expanding
13,1289,0.14814814814814814,0.7272727272727273,BM25_Expanding
13,1064,0.14545454545454545,0.7272727272727273,BM25_Expanding
13,1414,0.14285714285714285,0.7272727272727273,BM25_Expanding
13,1232,0.14035087719298245,0.7272727272727273,BM25_Expanding
13,3173,0.13793103448275862,0.7272727272727273,BM25_Expanding
13,3018,0.13559322033898305,0.7272727272727273,BM25_Expanding
13,66,0.13333333333333333,0.7272727272727273,BM25_Expanding
13,1275,0.13114754098360656,0.7272727272727273,BM25_Expanding
13,230,0.12903225806451613,0.7272727272727273,BM25_Expanding
13,693,0.12698412698412698,0.7272727272727273,BM25_Expanding
13,1065,0.125,0.7272727272727273,BM25_Expanding
13,1331,0.12307692307692308,0.7272727272727273,BM25_Expanding
13,2586,0.12121212121212122,0.7272727272727273,BM25_Expanding
13,333,0.11940298507462686,0.7272727272727273,BM25_Expanding
13,1204,0.11764705882352941,0.7272727272727273,BM25_Expanding
13,2812,0.11594202898550725,0.7272727272727273,BM25_Expanding
13,2195,0.11428571428571428,0.7272727272727273,BM25_Expanding
13,3175,0.11267605633802817,0.7272727272727273,BM25_Expanding
13,2716,0.1111111111111111,0.7272727272727273,BM25_Expanding
13,2411,0.1095890410958904,0.7272727272727273,BM25_Expanding
13,1195,0.10810810810810811,0.7272727272727273,BM25_Expanding
